isbn,title,publisher,publication_date,series_name,book_format,language,print_length,isbn_10,isbn_13,item_weight,length,width,height,rating,number_of_reviews,availability,price,best_sellers_rank,customer_reviews,reading_age,edition,author,asin,description,product_url,scrape_status,error_message
9.78059E+12,Super Mario: Meet Mario! (Nintendo®) (Step into Reading),Random House Books for Young Readers,25/5/2021,Step into Reading,Paperback,English,32,593304446,9.78059E+12,2.5,9,6,0.11,4.8,2077,In Stock,4.78,8798,4.8,5.5,,"Malcolm Shealy, Random House",,"Power up your child's reading with Mario, Luigi and their friends in the Super MarioTM first-ever Step into Reading level reader!Nintendo and Super Mario fans ages 5-8 will love to meet Mario, Luigi, and all their friends and foes in this Step 3 Step into Reading level reader. Step 3 readers feature engaging characters in easy-to-follow plots about popular topics for children who are ready to read on their own.Mario first appeared in 1981 with the arcade classic Donkey KongTM, and has since gone on to star in many adventures, allowing him to evolve into the beloved icon he is today. He is a video game sensation, appearing across all genres--from action-platformers to sports, kart racing and beyond.  Read more",https://www.amazon.com/Meet-Mario-Nintendo-Step-Reading/dp/0593304446,success,
9.78141E+12,See Inside: Ships,Usborne Publishing Ltd,29/10/2010,Usborne Flap Books,Hardcover,English,16,1409519031,9.78141E+12,15.2,11.06,8.82,0.71,4.8,40,Only 1 left in stock - order soon.,40.94,1903278,4.8,,,Conrad Mason,,"This is a new addition to the ""See Inside"" series about ships throughout history from Viking longboats to Spanish galleons, ironclads to aircraft carriers. Lifting the flaps reveals the insides of ships from across the ages, explaining in simple, clear language what they were used for, how the crew and passengers lived and how they sailed the oceans. It includes a gate-fold page of a huge aircraft carrier.  Read more",https://www.amazon.com/See-Inside-Ships-Usborne/dp/1409519031,success,
9.78145E+12,Disney Princess - DeLIGHTful Dreams - Pop-Up Board Book Book and Sound Flashlight Toy - PI Kids,"Phoenix International Publications, Inc.",30/5/2012,Flashlight Adventure Sound Book,Board book,English,8,1450825966,9.78145E+12,36.96,8.25,6.5,2,4.4,162,Temporarily out of stock.  Order now and we'll deliver when available.       Order now and we'll deliver when available. We'll e-mail you with an estimated delivery date as soon as we have more information. Your account will only be charged when we ship the item.     Details,8.65,138371,4.4,4.5,,Editors of Phoenix International Publications,,"Join Cinderella, Tiana, Ariel, Snow White, and Rapunzel on their adventures as they follow their dreams! Little ones can shine the included flashlight at the pop-up on each page, and then look at the shadow that's cast to see special shapes! Five buttons on the flashlight play sweet, inspirational sounds and melodies that bring the story to life.This Board Book and Play-a-Sound Flashlight Set is Special Because:Flashlight encourages exploration and learning through playHands-on interaction with the story engages young readersStory sounds enhance reading comprehensionIncludes popular Disney Princesses: Rapunzel from Tangled, Ariel from The Little Mermaid, and Tiana from The Princess and the Frog  Read more",https://www.amazon.com/Disney-Princess-DeLIGHTful-Dreams-Flashlight/dp/1450825966,success,
,,,,,,,,,,,,,,4.4,,,,,,,,,,,https://www.amazon.com/Emanuel-Law-Outlines-25-book-series/dp/B09PQ8CSLY,fail,
9.78141E+12,Disney Mini Board Books - Princess - Ariel: Underwater World,Parragon Book Service Ltd,,,Board book,English,10,1407583042,9.78141E+12,5,,,,,,Only 1 left in stock - order soon.,8.37,,,,,,,,https://www.amazon.com/Disney-Mini-Board-Books-Underwater/dp/1407583042,success,
9.78068E+12,"Oh, the Places You'll Go!",Random House Books for Young Readers,22/1/1990,Classic Seuss,Kindle,English,56,679805273,9.78068E+12,12.8,11.31,8.31,0.42,4.9,53284,In Stock,7.99,352,4.9,3,,Dr. Seuss,,"#1 NEW YORK TIMES BESTSELLER • Dr. Seuss’s wonderfully wise Oh, the Places You’ll Go! is the perfect gift to celebrate all of our special milestones—from graduations to birthdays and beyond!“[A] book that has proved to be popular for graduates of all ages since it was first published.”—The New York TimesFrom soaring to high heights and seeing great sights to being left in a Lurch on a prickle-ly perch, Dr. Seuss addresses life’s ups and downs with his trademark humorous verse and whimsical illustrations.The inspiring and timeless message encourages readers to find the success that lies within, no matter what challenges they face. A perennial favorite and a perfect gift for anyone starting a new phase in their life!  Read more",https://www.amazon.com/Oh-Places-Youll-Dr-Seuss/dp/0679805273,success,
,WEE SING SILLY SONGS 12 TH PRINTING (THE BOOK),A PRICE/STERN/SLOAN SPECIAL,1/1/1985,,Paperback,English,,,,0.35,,,,4.7,303,,19.66,4758658,4.7,3.5,,PAMELA CONN BEALL AND SUSAN HAGEN NIPP,B004A0DY5Y,,https://www.amazon.com/SING-SILLY-SONGS-PRINTING-BOOK/dp/B004A0DY5Y,fail,
9.78147E+12,"The Usborne Reading Collection (Yellow Set) [Oct 19, 2015] Usborne",Usborne Publishing Ltd,19/10/2015,,Paperback,English,,1474915086,9.78147E+12,150.72,8.98,8.03,5.28,4.6,170,Only 3 left in stock - order soon.,84.99,2145318,4.6,,,Usborne,,"A broad range of story styles, all with lively readable text and fully illustrated, encouraging children to find the topics they enjoy the most, and also try something different from time to time. Usborne Young Reading Collection This just may be the independent reading for young readers carefully crafted Usborne Young Reading Collection (Usborne classics collection) definitely meet little bookworm books hidden! A full full collection of forty books, each book is independent of content. Before twenty-five book contains several stories each the same topic, covering a wide range of knowledge, encompassing themes, language interesting, beautifully illustrated humor. After fifteen books are world classics, reading classics can cultivate children's literature, to do a good poetry talent teenager - Usborne young reading series one: For children beginning to read independently and Design Usborne young readers in this series is already a primary book chapters, each book has chapters 5-8 Chapte  Read more",https://www.amazon.com/Usborne-Young-Reading-Collection-illustrated/dp/1474915086,success,
9.7807E+12,Little Miss Trouble and the Mermaid (Mr. Men and Little Miss),Price Stern Sloan,1/5/2008,Mr. Men and Little Miss,Kindle,English,32,,9.7807E+12,,,,,4.7,238,,4.99,,4.7,5,,Roger Hargreaves,B00HQLB6EK,"Little Miss Trouble just loves causing trouble for all the Mr. Men! But when she causes too much trouble at the beach one day, a mermaid decides to teach her a lesson.  Read more",https://www.amazon.com/Little-Miss-Trouble-Mermaid-Mr-ebook/dp/B00HQLB6EK,success,
9.78145E+12,Disney Pixar Toy Story Counting Time Book,Euro Books,,,Board book,English,5,1445400499,9.78145E+12,9.3,5.91,5.91,0.39,3,2,,,,3,,,Kolektif,,,https://www.amazon.com/Disney-Pixar-Story-Counting-Time/dp/1445400499,success,
9.78074E+12,The Big Case (Disney Zootopia) (Step into Reading),RH/Disney,19/1/2016,Step into Reading,Kindle,English,32,736434569,9.78074E+12,,9,6,0.13,4.6,153,In Stock,4.99,33948,4.6,5,Stk,"Bill Scollon, The Disney Storybook Art Team",,"The modern mammal metropolis of Zootopia is a city like no other. Comprised of habitat neighborhoods like ritzy Sahara Square and frigid Tundratown, it's a melting pot where no matter what you are, from the biggest elephant to the smallest shrew, you can be anything. But when optimistic Officer Judy Hopps arrives, she discovers that being the first bunny on a police force of big, tough animals isn't so easy. Determined to prove herself, she jumps at the opportunity to crack a case, even if it means partnering with a fast-talking, scam-artist fox, Nick Wilde, to solve the mystery. This Step 3 Step into Reading leveled reader based on Disney Zootopia features a shiny cover and over 30 sparkly stickers!  Read more",https://www.amazon.com/Case-Disney-Zootopia-Step-Reading/dp/0736434569,success,
9.78092E+12,What's the Weather Like Today? (Emergent Reader Science; Level 2),Creative Teaching Pr,1/1/1998,,Paperback,English,16,916119416,9.78092E+12,2.4,9,6.25,0.25,3.9,7,,7.65,3810518,3.9,,,"Rozanne Lanczak Williams, Adjoa J. Burrowes",,"Explains the causes of changes in the weather, discussing such phenomena as sunshine, clouds, rain, snow, and storms and how they are observed and predicted.  Read more",https://www.amazon.com/Whats-Weather-Emergent-Reader-Science/dp/0916119416,success,
,Marvel Storybook Collection: Marvel Storybook Collection & 5-Minute Marvel Stories (Storybook Collection),,,,Kindle,,,,,,,,,4.8,629,,0,,4.8,,,"Marvel Press, Emily O'Brien, Listening Library",,"In Marvel Storybook Collection and 5-Minute Marvel Stories, everyone’s favorite Super Heroes are back to battle their biggest villains yet!Marvel Storybook Collection consists of stories featuring characters from the Marvel Universe including Spider-Man, the Avengers, and the Guardians of the Galaxy. Made up of eighteen original stories, this collection will bring listeners back to the beginning and captivate them with incredible tales and exciting battles, familiarizing a whole new generation with the Marvel franchise!Each of the twelve stories in 5-Minute Marvel Stories is the perfect length for listening in about five minutes. This bestselling treasury not only contains old favorites with the Avengers, Spider-Man, and the Guardians of the Galaxy, but also new adventures with Black Panther, Captain Marvel, and Miles Morales. These action-packed, five-minute stories are perfect on the go or any time of day!  Read more",https://www.amazon.com/Marvel-Storybook-Collection-5-Minute-Stories/dp/B0FGKFVP4V,fail,
9.78145E+12,"Disney 100 First Words - Numbers, Colours and Shapes",,,,Paperback,English,,1445400294,9.78145E+12,3.52,,,,,,,,,,,,,,,https://www.amazon.com/Disney-100-First-Words-Numbers/dp/1445400294,success,
,"Captain Underpants and the Invasion of the Incredibly Naughty Cafeteria Ladies from Outer Space: Color Edition: Captain Underpants Series, Book 3",,,,Kindle,,,,,,,,,4.8,6127,,5.58,,4.8,,,"Dav Pilkey, Len Forgione, Dazjon Freeman, Ben D'Amico, Scholastic Audio",,"The third book in Dav Pilkey's mega-bestselling Captain Underpants series, now available in Sound-O-Rama! George and Harold have played a trick or two on nearly everyone at Jerome Horwitz Elementary. When their latest prank causes the school’s cranky cafeteria ladies to quit, Mr. Krupp hires a trio of unusual replacements - who happen to look an awful lot like aliens! Will that curtain-caped crusader, Captain Underpants, save the day once more? Or will those outer space cafeteria ladies have him for lunch? The Captain Underpants series is perfect for listeners of all ages. Like the other outrageously funny books by acclaimed author and Caldecott Honor illustrator Dav Pilkey, this adventure is sure to be hours of fun!  Read more",https://www.amazon.com/Captain-Underpants-Invasion-Incredibly-Cafeteria/dp/B07FN79P41,fail,
9.78178E+12,Sleeping Beauty (Reading with Phonics),Make Believe Ideas,1/1/2013,,Hardcover,English,32,1782356185,9.78178E+12,36.96,6.61,4.72,0.39,4.5,30,In stock,7.24,,4.5,,,Clare Fennell,,"A fun retelling of the story of Sleeping Beauty. Share the story and the learning activities with your child to encourage their reading and reinforce their learning of phonics. The story is told in a lively, rhyming text with a key sound targeted. Letters are highlighted in red to help children focus on the different groups of letters that make this sound. Young children aged 4+ learning to read with phonics. This particular example focuses on the key sound 'ee' with 'ea, ee and ie'. This hardback book has 32 pages and measures approximately: 17.6 x 11.6 x 0.8cm.  Read more",https://www.amazon.com/Sleeping-Beauty-Reading-Phonics-Fennell/dp/1782356185,success,
9.78072E+12,Peppa Pig: Practise with Peppa: Wipe-Clean Writing,Penguin Books Ltd,5/6/2014,Peppa Pig,Paperback,English,16,9.78072E+12,9.78072E+12,1.41,11.69,8.31,0.08,4.6,5786,In Stock,8.46,249462,4.6,,,,723292086,"BRAND NEW, Exactly same ISBN as listed, Please double check ISBN carefully before ordering.  Read more",https://www.amazon.com/Peppa-Pig-Practise-Wipe-clean-Letters/dp/0723292086,success,
9.78141E+12,Look Inside Things That Go (International Edition),Usborne Publishing Ltd,1/1/2013,,Board book,English,14,1409550257,9.78141E+12,15.2,8.78,7.87,0.55,4.8,1235,In Stock,15.36,921329,4.8,,,Rob Lloyd Jones,,"Libro usado en buenas condiciones, por su antiguedad podria contener señales normales de uso  Read more",https://www.amazon.com/Look-Inside-Things-Board-Books/dp/1409550257,success,
9.79899E+12,Essential Medical Spanish for Healthcare Professionals: 8 Books in 1. Bridge the Communication Gap in Just 15 Minutes a Day — A Bilingual Guide with Real-Life Scenarios,Acquire a Lot LLC,17/9/2025,,Kindle,English,248,,9.79899E+12,20.8,11,8.5,0.56,5,13,In Stock,9.99,298696,5,,,Acquire A Lot,B0FRMBYXMG,"You See the Fear in Their Eyes. You Feel Helpless. What if You Could Speak Their Language and Be the Healer They Desperately Need?Every day, you walk into your clinic, hospital, or practice with one goal: to provide the best possible care. But then you meet a Spanish-speaking patient. You see their pain, their worry, their confusion. You rely on hurried interpreters or family members, knowing that crucial details—and the chance for genuine human connection—are getting lost in translation. The frustration is immense. The risk of misdiagnosis is real.It doesn’t have to be this way.Imagine walking into that same room and greeting your patient in clear, confident Spanish.Imagine the relief that washes over their face.Imagine understanding their symptoms directly from their own words, and explaining a diagnosis in a way that brings comfort, not more fear.This is not a distant dream. Essential Medical Spanish for Healthcare Professionals is your direct path to becoming that healer. In just 15 minutes a day.An Unprecedented ""8 Books in 1"" Journey to Total ConfidenceThis isn't a textbook; it's a complete, career-changing system. We have combined eight targeted guides into one seamless, step-by-step program designed for the busy healthcare professional.Book 1: Foundations of Medical Spanish: Master the essential grammar, vocabulary, and pronunciation that will form the bedrock of your communication skills.Book 2: Clinical Consultation in Spanish: Master initial encounters and take precise, effective patient histories that lead to better diagnoses.Book 3: Performing the Physical Exam in Spanish: Guide patients through examinations with comforting clarity.Book 4: Discussing Diagnosis and Treatment: Navigate the most sensitive conversations with grace.Book 5: Effective Patient Education in Spanish: Give crystal-clear instructions on medication, self-care, and lifestyle changes that patients will understand and follow.Book 6: Advanced Healthcare Communication: Master communication in demanding specialties like Emergency Medicine, Obstetrics, Pediatrics, Cardiology, Gastroenterology, and many more.Book 7: The Healthcare Professional's Spanish Reference: Packed with common medical abbreviations in Spanish, trusted resources for continued learning, and tips for cultural competence.Book 8: 15 Real-Life Medical Stories in Spanish: Short stories that will show you exactly how the language is used in clinical scenarios, making your learning stick.PLUS: Unlock Over $999 in Career-Boosting Bonuses at NO extra cost!To ensure your success, your purchase today includes immediate access to this exclusive suite of digital resources, designed to accelerate your fluency and transform your practice:30+ Spanish‑Learning Videos (Value: $500)Spanish Learning Software (Value: $200)2,400 Printable Flash Cards (Value: $199)5 Sheets of Medical Spanish with 30+ Cases (Value: $99)100 Essential Spanish Verbs Flash Cards (Value: $49)Made for You and Your PatientsThis guide is designed for Physicians, Nurses, Medical Students, Paramedics, Physician Assistants, Therapists, and any healthcare provider who is ready to tear down the language barrier and offer the highest standard of care to the growing Spanish-speaking community.You became a healer to connect, to comfort, and to cure. Don't let language be the one barrier you can't overcome. Every patient you see is a life you can change.Click ‘Add to Cart’ Now and Start Building That Bridge of Trust Today. Your Patients Are Waiting.  Read more",https://www.amazon.com/Essential-Medical-Spanish-Healthcare-Professionals/dp/B0FRMBYXMG,success,
